threshold,precision,recall,f1,balanced_accuracy
2.0,0.8153418308227115,0.9982974859542592,0.8975915909786712,0.5110330850501509
2.5,0.8449435928567816,0.9478463197321378,0.8934417460147641,0.5984024541566839
3.0,0.904075317664099,0.779297429203791,0.8370618713806767,0.7111385455256887
3.5,0.9459732159236838,0.5852675784575223,0.7231357150369877,0.7204701038575286
4.0,0.9808293098551548,0.39197548379774133,0.5601102866642339,0.6794476781889957
